2023-04-14 14:12:42,274 INFO    StreamThr :33065 [internal.py:wandb_internal():87] W&B internal server running at pid: 33065, started at: 2023-04-14 14:12:42.271329
2023-04-14 14:12:42,277 DEBUG   HandlerThread:33065 [handler.py:handle_request():139] handle_request: status
2023-04-14 14:12:42,280 DEBUG   SenderThread:33065 [sender.py:send_request():317] send_request: status
2023-04-14 14:12:42,282 INFO    WriterThread:33065 [datastore.py:open_for_write():75] open: /Users/emilywesel/Documents/GitHub/NCANDA_Contrastive/wandb/offline-run-20230414_141242-24q23uuw/run-24q23uuw.wandb
2023-04-14 14:12:42,327 DEBUG   HandlerThread:33065 [handler.py:handle_request():139] handle_request: run_start
2023-04-14 14:12:42,332 DEBUG   HandlerThread:33065 [system_info.py:__init__():31] System info init
2023-04-14 14:12:42,332 DEBUG   HandlerThread:33065 [system_info.py:__init__():46] System info init done
2023-04-14 14:12:42,332 INFO    HandlerThread:33065 [system_monitor.py:start():150] Starting system monitor
2023-04-14 14:12:42,333 INFO    SystemMonitor:33065 [system_monitor.py:_start():116] Starting system asset monitoring threads
2023-04-14 14:12:42,333 INFO    HandlerThread:33065 [system_monitor.py:probe():171] Collecting system info
2023-04-14 14:12:42,333 INFO    SystemMonitor:33065 [interfaces.py:start():168] Started cpu
2023-04-14 14:12:42,334 DEBUG   HandlerThread:33065 [system_info.py:probe():195] Probing system
2023-04-14 14:12:42,334 INFO    SystemMonitor:33065 [interfaces.py:start():168] Started disk
2023-04-14 14:12:42,334 INFO    SystemMonitor:33065 [interfaces.py:start():168] Started memory
2023-04-14 14:12:42,335 INFO    SystemMonitor:33065 [interfaces.py:start():168] Started network
2023-04-14 14:12:42,343 DEBUG   HandlerThread:33065 [system_info.py:_probe_git():180] Probing git
2023-04-14 14:12:42,364 DEBUG   HandlerThread:33065 [system_info.py:_probe_git():188] Probing git done
2023-04-14 14:12:42,365 DEBUG   HandlerThread:33065 [system_info.py:probe():241] Probing system done
2023-04-14 14:12:42,365 DEBUG   HandlerThread:33065 [system_monitor.py:probe():180] {'os': 'macOS-10.16-x86_64-i386-64bit', 'python': '3.8.5', 'heartbeatAt': '2023-04-14T21:12:42.334400', 'startedAt': '2023-04-14T21:12:42.230151', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': 'main.py', 'codePath': 'main.py', 'git': {'remote': 'https://github.com/MaggiePas/NCANDA_Contrastive.git', 'commit': '758576a23283b9b9a686310489bb694acd02f396'}, 'email': 'ewesel@stanford.edu', 'root': '/Users/emilywesel/Documents/GitHub/NCANDA_Contrastive', 'host': 'DN0a229703.SUNet', 'username': 'emilywesel', 'executable': '/Users/emilywesel/opt/anaconda3/bin/python3', 'cpu_count': 4, 'cpu_count_logical': 8, 'cpu_freq': {'current': 2000, 'min': 2000, 'max': 2000}, 'cpu_freq_per_core': [{'current': 2000, 'min': 2000, 'max': 2000}], 'disk': {'total': 465.62699127197266, 'used': 14.272224426269531}, 'memory': {'total': 16.0}}
2023-04-14 14:12:42,365 INFO    HandlerThread:33065 [system_monitor.py:probe():181] Finished collecting system info
2023-04-14 14:12:42,365 INFO    HandlerThread:33065 [system_monitor.py:probe():184] Publishing system info
2023-04-14 14:12:42,365 DEBUG   HandlerThread:33065 [system_info.py:_save_pip():51] Saving list of pip packages installed into the current environment
2023-04-14 14:12:42,366 DEBUG   HandlerThread:33065 [system_info.py:_save_pip():67] Saving pip packages done
2023-04-14 14:12:42,367 DEBUG   HandlerThread:33065 [system_info.py:_save_conda():74] Saving list of conda packages installed into the current environment
2023-04-14 14:12:47,640 DEBUG   HandlerThread:33065 [system_info.py:_save_conda():86] Saving conda packages done
2023-04-14 14:12:47,641 INFO    HandlerThread:33065 [system_monitor.py:probe():186] Finished publishing system info
2023-04-14 14:12:47,653 DEBUG   SenderThread:33065 [sender.py:send():303] send: exit
2023-04-14 14:12:47,653 INFO    SenderThread:33065 [sender.py:send_exit():442] handling exit code: 1
2023-04-14 14:12:47,653 INFO    SenderThread:33065 [sender.py:send_exit():444] handling runtime: 5
2023-04-14 14:12:47,654 INFO    SenderThread:33065 [sender.py:_save_file():1171] saving file wandb-summary.json with policy end
2023-04-14 14:12:47,654 INFO    SenderThread:33065 [sender.py:send_exit():450] send defer
2023-04-14 14:12:47,654 DEBUG   HandlerThread:33065 [handler.py:handle_request():139] handle_request: defer
2023-04-14 14:12:47,654 INFO    HandlerThread:33065 [handler.py:handle_request_defer():162] handle defer: 0
2023-04-14 14:12:47,654 DEBUG   SenderThread:33065 [sender.py:send_request():317] send_request: defer
2023-04-14 14:12:47,654 INFO    SenderThread:33065 [sender.py:send_request_defer():459] handle sender defer: 0
2023-04-14 14:12:47,654 INFO    SenderThread:33065 [sender.py:transition_state():463] send defer: 1
2023-04-14 14:12:47,655 DEBUG   HandlerThread:33065 [handler.py:handle_request():139] handle_request: defer
2023-04-14 14:12:47,655 INFO    HandlerThread:33065 [handler.py:handle_request_defer():162] handle defer: 1
2023-04-14 14:12:47,655 INFO    HandlerThread:33065 [system_monitor.py:finish():160] Stopping system monitor
2023-04-14 14:12:47,677 DEBUG   SystemMonitor:33065 [system_monitor.py:_start():130] Starting system metrics aggregation loop
2023-04-14 14:12:47,677 DEBUG   SystemMonitor:33065 [system_monitor.py:_start():137] Finished system metrics aggregation loop
2023-04-14 14:12:47,677 DEBUG   SystemMonitor:33065 [system_monitor.py:_start():141] Publishing last batch of metrics
2023-04-14 14:12:47,677 INFO    HandlerThread:33065 [interfaces.py:finish():175] Joined cpu
2023-04-14 14:12:47,678 INFO    HandlerThread:33065 [interfaces.py:finish():175] Joined disk
2023-04-14 14:12:47,678 INFO    HandlerThread:33065 [interfaces.py:finish():175] Joined memory
2023-04-14 14:12:47,678 INFO    HandlerThread:33065 [interfaces.py:finish():175] Joined network
2023-04-14 14:12:47,678 DEBUG   SenderThread:33065 [sender.py:send_request():317] send_request: defer
2023-04-14 14:12:47,679 INFO    SenderThread:33065 [sender.py:send_request_defer():459] handle sender defer: 1
2023-04-14 14:12:47,679 INFO    SenderThread:33065 [sender.py:transition_state():463] send defer: 2
2023-04-14 14:12:47,679 DEBUG   HandlerThread:33065 [handler.py:handle_request():139] handle_request: defer
2023-04-14 14:12:47,679 INFO    HandlerThread:33065 [handler.py:handle_request_defer():162] handle defer: 2
2023-04-14 14:12:47,679 DEBUG   SenderThread:33065 [sender.py:send_request():317] send_request: defer
2023-04-14 14:12:47,679 INFO    SenderThread:33065 [sender.py:send_request_defer():459] handle sender defer: 2
2023-04-14 14:12:47,679 INFO    SenderThread:33065 [sender.py:transition_state():463] send defer: 3
2023-04-14 14:12:47,679 DEBUG   HandlerThread:33065 [handler.py:handle_request():139] handle_request: defer
2023-04-14 14:12:47,679 INFO    HandlerThread:33065 [handler.py:handle_request_defer():162] handle defer: 3
2023-04-14 14:12:47,679 DEBUG   SenderThread:33065 [sender.py:send_request():317] send_request: defer
2023-04-14 14:12:47,679 INFO    SenderThread:33065 [sender.py:send_request_defer():459] handle sender defer: 3
2023-04-14 14:12:47,679 INFO    SenderThread:33065 [sender.py:transition_state():463] send defer: 4
2023-04-14 14:12:47,680 DEBUG   HandlerThread:33065 [handler.py:handle_request():139] handle_request: defer
2023-04-14 14:12:47,680 INFO    HandlerThread:33065 [handler.py:handle_request_defer():162] handle defer: 4
2023-04-14 14:12:47,680 DEBUG   SenderThread:33065 [sender.py:send_request():317] send_request: defer
2023-04-14 14:12:47,680 INFO    SenderThread:33065 [sender.py:send_request_defer():459] handle sender defer: 4
2023-04-14 14:12:47,680 INFO    SenderThread:33065 [sender.py:transition_state():463] send defer: 5
2023-04-14 14:12:47,680 DEBUG   HandlerThread:33065 [handler.py:handle_request():139] handle_request: defer
2023-04-14 14:12:47,680 INFO    HandlerThread:33065 [handler.py:handle_request_defer():162] handle defer: 5
2023-04-14 14:12:47,680 DEBUG   SenderThread:33065 [sender.py:send_request():317] send_request: defer
2023-04-14 14:12:47,680 INFO    SenderThread:33065 [sender.py:send_request_defer():459] handle sender defer: 5
2023-04-14 14:12:47,680 INFO    SenderThread:33065 [sender.py:transition_state():463] send defer: 6
2023-04-14 14:12:47,680 DEBUG   HandlerThread:33065 [handler.py:handle_request():139] handle_request: defer
2023-04-14 14:12:47,680 INFO    HandlerThread:33065 [handler.py:handle_request_defer():162] handle defer: 6
2023-04-14 14:12:47,680 DEBUG   SenderThread:33065 [sender.py:send_request():317] send_request: defer
2023-04-14 14:12:47,681 INFO    SenderThread:33065 [sender.py:send_request_defer():459] handle sender defer: 6
2023-04-14 14:12:47,681 INFO    SenderThread:33065 [sender.py:transition_state():463] send defer: 7
2023-04-14 14:12:47,681 DEBUG   HandlerThread:33065 [handler.py:handle_request():139] handle_request: defer
2023-04-14 14:12:47,681 INFO    HandlerThread:33065 [handler.py:handle_request_defer():162] handle defer: 7
2023-04-14 14:12:47,681 DEBUG   SenderThread:33065 [sender.py:send_request():317] send_request: defer
2023-04-14 14:12:47,681 INFO    SenderThread:33065 [sender.py:send_request_defer():459] handle sender defer: 7
2023-04-14 14:12:47,681 INFO    SenderThread:33065 [sender.py:transition_state():463] send defer: 8
2023-04-14 14:12:47,682 DEBUG   HandlerThread:33065 [handler.py:handle_request():139] handle_request: defer
2023-04-14 14:12:47,682 INFO    HandlerThread:33065 [handler.py:handle_request_defer():162] handle defer: 8
2023-04-14 14:12:47,682 DEBUG   SenderThread:33065 [sender.py:send_request():317] send_request: defer
2023-04-14 14:12:47,682 INFO    SenderThread:33065 [sender.py:send_request_defer():459] handle sender defer: 8
2023-04-14 14:12:47,682 INFO    SenderThread:33065 [sender.py:transition_state():463] send defer: 9
2023-04-14 14:12:47,682 DEBUG   HandlerThread:33065 [handler.py:handle_request():139] handle_request: defer
2023-04-14 14:12:47,682 INFO    HandlerThread:33065 [handler.py:handle_request_defer():162] handle defer: 9
2023-04-14 14:12:47,682 DEBUG   SenderThread:33065 [sender.py:send_request():317] send_request: defer
2023-04-14 14:12:47,683 INFO    SenderThread:33065 [sender.py:send_request_defer():459] handle sender defer: 9
2023-04-14 14:12:47,683 INFO    SenderThread:33065 [sender.py:transition_state():463] send defer: 10
2023-04-14 14:12:47,683 DEBUG   HandlerThread:33065 [handler.py:handle_request():139] handle_request: defer
2023-04-14 14:12:47,683 INFO    HandlerThread:33065 [handler.py:handle_request_defer():162] handle defer: 10
2023-04-14 14:12:47,683 DEBUG   SenderThread:33065 [sender.py:send_request():317] send_request: defer
2023-04-14 14:12:47,683 INFO    SenderThread:33065 [sender.py:send_request_defer():459] handle sender defer: 10
2023-04-14 14:12:47,683 INFO    SenderThread:33065 [sender.py:transition_state():463] send defer: 11
2023-04-14 14:12:47,683 DEBUG   HandlerThread:33065 [handler.py:handle_request():139] handle_request: defer
2023-04-14 14:12:47,683 INFO    HandlerThread:33065 [handler.py:handle_request_defer():162] handle defer: 11
2023-04-14 14:12:47,683 DEBUG   SenderThread:33065 [sender.py:send_request():317] send_request: defer
2023-04-14 14:12:47,683 INFO    SenderThread:33065 [sender.py:send_request_defer():459] handle sender defer: 11
2023-04-14 14:12:47,683 INFO    SenderThread:33065 [sender.py:transition_state():463] send defer: 12
2023-04-14 14:12:47,684 DEBUG   SenderThread:33065 [sender.py:send():303] send: final
2023-04-14 14:12:47,684 DEBUG   HandlerThread:33065 [handler.py:handle_request():139] handle_request: defer
2023-04-14 14:12:47,684 INFO    HandlerThread:33065 [handler.py:handle_request_defer():162] handle defer: 12
2023-04-14 14:12:47,684 DEBUG   SenderThread:33065 [sender.py:send_request():317] send_request: defer
2023-04-14 14:12:47,684 INFO    SenderThread:33065 [sender.py:send_request_defer():459] handle sender defer: 12
2023-04-14 14:12:47,685 DEBUG   HandlerThread:33065 [handler.py:handle_request():139] handle_request: poll_exit
2023-04-14 14:12:47,685 DEBUG   SenderThread:33065 [sender.py:send_request():317] send_request: poll_exit
2023-04-14 14:12:47,685 DEBUG   HandlerThread:33065 [handler.py:handle_request():139] handle_request: poll_exit
2023-04-14 14:12:47,686 DEBUG   SenderThread:33065 [sender.py:send_request():317] send_request: poll_exit
2023-04-14 14:12:47,686 DEBUG   HandlerThread:33065 [handler.py:handle_request():139] handle_request: server_info
2023-04-14 14:12:47,686 DEBUG   SenderThread:33065 [sender.py:send_request():317] send_request: server_info
2023-04-14 14:12:47,687 DEBUG   HandlerThread:33065 [handler.py:handle_request():139] handle_request: get_summary
2023-04-14 14:12:47,687 DEBUG   HandlerThread:33065 [handler.py:handle_request():139] handle_request: sampled_history
2023-04-14 14:12:47,688 INFO    MainThread:33065 [wandb_run.py:_footer_history_summary_info():3408] rendering history
2023-04-14 14:12:47,688 INFO    MainThread:33065 [wandb_run.py:_footer_history_summary_info():3440] rendering summary
2023-04-14 14:12:47,688 DEBUG   HandlerThread:33065 [handler.py:handle_request():139] handle_request: shutdown
2023-04-14 14:12:47,688 INFO    HandlerThread:33065 [handler.py:finish():814] shutting down handler
2023-04-14 14:12:48,686 INFO    WriterThread:33065 [datastore.py:close():279] close: /Users/emilywesel/Documents/GitHub/NCANDA_Contrastive/wandb/offline-run-20230414_141242-24q23uuw/run-24q23uuw.wandb
2023-04-14 14:12:48,689 INFO    SenderThread:33065 [sender.py:finish():1331] shutting down sender
2023-04-14 14:12:49,659 INFO    MainThread:33065 [internal.py:handle_exit():77] Internal process exited
